x,result
-8.0,-0.1455000338086145
-7.75,0.10379435721925363
-7.5,0.3466353178350168
-7.25,0.5679241732886937
-7.0,0.7539022543433116
-6.75,0.8930063446890774
-6.5,0.9765876257280197
-6.25,0.9994494182244991
-6.0,0.960170286650367
-5.75,0.861192417161521
-5.5,0.7086697742912601
-5.25,0.512085477241841
-5.0,0.2836621854632264
-4.75,0.03760215288797674
-4.5,-0.2107957994307795
-4.25,-0.44608748991379266
-4.0,-0.6536436208636117
-3.75,-0.8205593573395591
-3.5,-0.9364566872907966
-3.25,-0.9941296760805461
-3.0,-0.989992496600444
-2.75,-0.9243023786324639
-2.5,-0.8011436155469369
-2.25,-0.6281736227227386
-2.0,-0.4161468365471379
-1.75,-0.1782460556494926
-1.5,0.07073720166770435
-1.25,0.3153223623952572
-1.0,0.5403023058681387
-0.75,0.7316888688738309
-0.5,0.8775825618903735
-0.25,0.9689124217106392
0.0,1.0
0.25,0.9689124217106464
0.5,0.8775825618903726
0.75,0.7316888688738207
1.0,0.5403023058681398
1.25,0.31532236239526856
1.5,0.07073720166770286
1.75,-0.1782460556494923
2.0,-0.4161468365471425
2.25,-0.6281736227227391
2.5,-0.8011436155469329
2.75,-0.9243023786324637
3.0,-0.9899924966004452
3.25,-0.9941296760805453
3.5,-0.9364566872907965
3.75,-0.8205593573395629
4.0,-0.6536436208636114
4.25,-0.44608748991378977
4.5,-0.21079579943078025
4.75,0.03760215288797872
5.0,0.28366218546322697
5.25,0.5120854772418393
5.5,0.7086697742912601
5.75,0.861192417161522
6.0,0.9601702866503661
6.25,0.999449418224499
6.5,0.976587625728026
6.75,0.8930063446890766
7.0,0.7539022543433042
7.25,0.567924173288695
7.5,0.3466353178350253
7.75,0.10379435721925266
8.0,-0.14550003380861382
